"FindID","PrimaryMaterial","Denomination","Tribe","Easting","Northing"
"CCI-10218","Copper alloy","Unit (copper alloy)","Trinovantes",494000,219000
"CCI-10222","Copper alloy","Unit (copper alloy)","Trinovantes",494000,219000
"CCI-10225","Copper alloy","Unit (copper alloy)","Trinovantes",5e+05,252000
"CCI-1035","Gold","Stater (gold)","Trinovantes",478000,272000
"CCI-10353","Silver","Unit (silver)","Trinovantes",464000,217000
"CCI-10355","Copper alloy","Unit (copper alloy)","Trinovantes",464000,217000
"CCI-10357","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-10358","Gold","Stater (gold)","Trinovantes",439000,195000
"CCI-1036","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-10411","Silver","Half unit (silver)","Trinovantes",468000,239000
"CCI-10446","Gold","Stater (gold)","Trinovantes",438000,224000
"CCI-10447","Gold","Stater (gold)","Trinovantes",408000,232000
"CCI-10497","Silver","Unit (silver)","Trinovantes",494000,268000
"CCI-1054","Gold","Stater (gold)","Trinovantes",452000,216000
"CCI-10545","Gold","Stater (gold)","Trinovantes",445000,207000
"CCI-10547","Copper alloy","Unit (copper alloy)","Trinovantes",464000,217000
"CCI-1055","Silver","Unit (silver)","Trinovantes",449000,282000
"CCI-10551","Copper alloy","Stater (copper alloy)","Trinovantes",449000,282000
"CCI-10558","Gold","Stater (gold)","Trinovantes",385000,268000
"CCI-1058","Copper alloy","Unit (copper alloy)","Trinovantes",403000,195000
"CCI-10728","Copper alloy","Stater (copper alloy)","Trinovantes",494000,268000
"CCI-10729","Gold","Quarter stater (gold)","Trinovantes",494000,268000
"CCI-1073","Gold","Stater (gold)","Trinovantes",497000,241000
"CCI-10732","Silver","Unit (silver)","Trinovantes",494000,268000
"CCI-10733","Copper alloy","Unit (copper alloy)","Trinovantes",494000,268000
"CCI-10744","Silver","Unit (silver)","Trinovantes",494000,268000
"CCI-10745","Silver","Unit (silver)","Trinovantes",494000,268000
"CCI-10746","Silver","Unit (silver)","Trinovantes",494000,268000
"CCI-10747","Silver","Unit (silver)","Trinovantes",494000,268000
"CCI-10833","Gold","Stater (gold)","Trinovantes",4e+05,203000
"CCI-10909","Gold","Stater (gold)","Trinovantes",491000,258000
"CCI-1091","Gold","Stater (gold)","Trinovantes",464000,217000
"CCI-10913","Copper alloy","Unit (copper alloy)","Trinovantes",5e+05,252000
"CCI-10914","Silver","Unit (silver)","Trinovantes",489000,235000
"CCI-10915","Gold","Quarter stater (gold)","Trinovantes",489000,235000
"CCI-10916","Silver","Half unit (silver)","Trinovantes",489000,235000
"CCI-10917","Silver","Unit (silver)","Trinovantes",489000,235000
"CCI-1092","Copper alloy","Unit (copper alloy)","Trinovantes",5e+05,252000
"CCI-10947","Gold","Quarter stater (gold)","Trinovantes",498000,231000
"CCI-11016","Gold","Stater (gold)","Trinovantes",447000,190000
"CCI-11022","Silver","Unit (silver)","Trinovantes",436000,202000
"CCI-11068","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-11133","Copper alloy","Quarter Stater (copper alloy)","Trinovantes",430000,213000
"CCI-11134","Silver","Unit (silver)","Trinovantes",464000,217000
"CCI-11136","Silver","Unit (silver)","Trinovantes",5e+05,252000
"CCI-11137","Copper alloy","Unit (copper alloy)","Trinovantes",498000,231000
"CCI-11141","Silver","Unit (silver)","Trinovantes",473000,218000
"CCI-1141","Gold","Stater (gold)","Trinovantes",407000,204000
"CCI-11421","Copper alloy","Unit (copper alloy)","Trinovantes",393000,207000
"CCI-11422","Copper alloy","Unit (copper alloy)","Trinovantes",393000,207000
"CCI-11424","Copper alloy","Unit (copper alloy)","Trinovantes",488000,284000
"CCI-11425","Copper alloy","Unit (copper alloy)","Trinovantes",488000,284000
"CCI-11431","Gold","Quarter stater (gold)","Trinovantes",5e+05,223000
"CCI-11434","Silver","Unit (silver)","Trinovantes",5e+05,223000
"CCI-11435","Gold","Quarter stater (gold)","Trinovantes",5e+05,223000
"CCI-11441","Gold","Quarter stater (gold)","Trinovantes",495000,303000
"CCI-11484","Silver","Half unit (silver)","Trinovantes",489000,235000
"CCI-11485","Gold","Stater (gold)","Trinovantes",466000,309000
"CCI-11487","Gold","Stater (gold)","Trinovantes",464000,217000
"CCI-11493","Copper alloy","Unit (copper alloy)","Trinovantes",392000,181000
"CCI-11494","Copper alloy","Stater (copper alloy)","Trinovantes",435000,196000
"CCI-11496","Gold","Quarter stater (gold)","Trinovantes",393000,219000
"CCI-11498","Copper alloy","Unit (copper alloy)","Trinovantes",437000,270000
"CCI-11499","Copper alloy","Quarter Stater (copper alloy)","Trinovantes",437000,270000
"CCI-11553","Silver","Half unit (silver)","Trinovantes",497000,261000
"CCI-11562","Silver","Unit (silver)","Trinovantes",489000,235000
"CCI-11603","Gold","Stater (gold)","Trinovantes",494000,268000
"CCI-11605","Silver","Unit (silver)","Trinovantes",452000,216000
"CCI-11608","Copper alloy","Stater (copper alloy)","Trinovantes",453000,191000
"CCI-11609","Copper alloy","Stater (copper alloy)","Trinovantes",486000,215000
"CCI-1161","Copper alloy","Stater (copper alloy)","Trinovantes",399000,207000
"CCI-1198","Silver","Unit (silver)","Trinovantes",443000,158000
"CCI-12007","Silver","Half unit (silver)","Trinovantes",443000,158000
"CCI-20003","Gold","Stater (gold)","Trinovantes",449000,282000
"CCI-20014","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-20015","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-20043","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-2006","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-20061","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-20102","Silver","Unit (silver)","Trinovantes",492000,229000
"CCI-2011","Gold","Stater (gold)","Trinovantes",399000,207000
"CCI-20112","Gold","Quarter stater (gold)","Trinovantes",494000,219000
"CCI-20137","Gold","Stater (gold)","Trinovantes",485000,227000
"CCI-20142","Gold","Stater (gold)","Trinovantes",464000,217000
"CCI-20143","Gold","Stater (gold)","Trinovantes",458000,210000
"CCI-20157","Gold","Quarter stater (gold)","Trinovantes",481895,278311
"CCI-20159","Silver","Unit (silver)","Trinovantes",468000,239000
"CCI-2016","Gold","Stater (gold)","Trinovantes",474000,243000
"CCI-20161","Gold","Quarter stater (gold)","Trinovantes",474000,243000
"CCI-20207","Silver","Unit (silver)","Trinovantes",495000,303000
"CCI-20208","Silver","Unit (silver)","Trinovantes",495000,303000
"CCI-20274","Silver","Unit (silver)","Trinovantes",447000,190000
"CCI-20319","Silver","Unit (silver)","Trinovantes",489000,235000
"CCI-2032","Silver","Unit (silver)","Trinovantes",445000,207000
"CCI-20321","Copper alloy","Unit (copper alloy)","Trinovantes",467000,223000
"CCI-20322","Gold","Quarter stater (gold)","Trinovantes",464000,217000
"CCI-20325","Copper alloy","Unit (copper alloy)","Trinovantes",397000,192000
"CCI-20329","Gold","Quarter stater (gold)","Trinovantes",489000,235000
"CCI-2034","Gold","Quarter stater (gold)","Trinovantes",496000,249000
"CCI-2037","Silver","Unit (silver)","Trinovantes",380000,199000
"CCI-20375","Copper alloy","Unit (copper alloy)","Trinovantes",380000,199000
"CCI-20376","Copper alloy","Unit (copper alloy)","Trinovantes",380000,199000
"CCI-20377","Copper alloy","Unit (copper alloy)","Trinovantes",380000,199000
"CCI-20378","Silver","Unit (silver)","Trinovantes",380000,199000
"CCI-20396","Copper alloy","Unit (copper alloy)","Trinovantes",491000,258000
"CCI-20417","Gold","Stater (gold)","Trinovantes",371000,179000
"CCI-20425","Copper alloy","Stater (copper alloy)","Trinovantes",373000,165000
"CCI-20465","Silver","Unit (silver)","Trinovantes",442000,221000
"CCI-2047","Copper alloy","Unit (copper alloy)","Trinovantes",442000,221000
"CCI-20479","Gold","Quarter stater (gold)","Trinovantes",422000,184000
"CCI-20626","Gold","Quarter stater (gold)","Trinovantes",463000,224000
"CCI-20628","Silver","Unit (silver)","Trinovantes",488000,233000
"CCI-2063","Copper alloy","Unit (copper alloy)","Trinovantes",413000,161000
"CCI-20634","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-20636","Silver","Stater (silver)","Trinovantes",442000,221000
"CCI-20638","Gold","Stater (gold)","Trinovantes",468000,239000
"CCI-20639","Gold","Quarter stater (gold)","Trinovantes",393000,219000
"CCI-2064","Silver","Unit (silver)","Trinovantes",452000,216000
"CCI-20646","Copper alloy","Unit (copper alloy)","Trinovantes",419000,243000
"CCI-20648","Copper alloy","Unit (copper alloy)","Trinovantes",442000,221000
"CCI-20663","Copper alloy","Unit (copper alloy)","Trinovantes",460000,170000
"CCI-20746","Gold","Stater (gold)","Trinovantes",436000,202000
"CCI-20748","Silver","Unit (silver)","Trinovantes",464000,217000
"CCI-2075","Copper alloy","Unit (copper alloy)","Trinovantes",411000,201000
"CCI-20773","Copper alloy","Unit (copper alloy)","Trinovantes",393000,219000
"CCI-20774","Copper alloy","Unit (copper alloy)","Trinovantes",393000,219000
"CCI-20775","Copper alloy","Unit (copper alloy)","Trinovantes",393000,219000
"CCI-20781","Gold","Quarter stater (gold)","Trinovantes",430000,256000
"CCI-20783","Silver","Unit (silver)","Trinovantes",492000,260000
"CCI-20784","Copper alloy","Unit (copper alloy)","Trinovantes",492000,260000
"CCI-20785","Copper alloy","Unit (copper alloy)","Trinovantes",492000,260000
"CCI-20799","Copper alloy","Unit (copper alloy)","Trinovantes",489000,259000
"CCI-20892","Copper alloy","Unit (copper alloy)","Trinovantes",410000,214000
"CCI-20895","Silver","Unit (silver)","Trinovantes",435000,220000
"CCI-20992","Gold","Quarter stater (gold)","Trinovantes",489000,235000
"CCI-21004","Silver","Unit (silver)","Trinovantes",488000,233000
"CCI-21013","Gold","Stater (gold)","Trinovantes",390000,2e+05
"CCI-21014","Gold","Stater (gold)","Trinovantes",453000,191000
"CCI-21015","Gold","Stater (gold)","Trinovantes",401000,216000
"CCI-21024","Gold","Stater (gold)","Trinovantes",439000,195000
"CCI-21027","Gold","Stater (gold)","Trinovantes",401000,216000
"CCI-21135","Silver","Unit (silver)","Trinovantes",464000,217000
"CCI-21139","Copper alloy","Unit (copper alloy)","Trinovantes",494000,268000
"CCI-21144","Copper alloy","Unit (copper alloy)","Trinovantes",399000,207000
"CCI-2116","Gold","Stater (gold)","Trinovantes",453000,191000
"CCI-21165","Silver","Unit (silver)","Trinovantes",449000,217000
"CCI-21166","Gold","Quarter stater (gold)","Trinovantes",449000,217000
"CCI-21171","Gold","Quarter stater (gold)","Trinovantes",449000,217000
"CCI-30013","Gold","Stater (gold)","Trinovantes",464000,217000
"CCI-30046","Gold","Stater (gold)","Trinovantes",464000,217000
"CCI-30048","Gold","Stater (gold)","Trinovantes",467000,223000
"CCI-30049","Copper alloy","Unit (copper alloy)","Trinovantes",495000,303000
"CCI-3006","Silver","Unit (silver)","Trinovantes",464000,217000
"CCI-30106","Gold","Stater (gold)","Trinovantes",442000,221000
"CCI-30108","Silver","Half unit (silver)","Trinovantes",468000,239000
"CCI-30109","Gold","Quarter stater (gold)","Trinovantes",452000,216000
"CCI-30114","Silver","Unit (silver)","Trinovantes",442000,221000
"CCI-30134","Silver","Unit (silver)","Trinovantes",454000,259000
"CCI-30158","Silver","Unit (silver)","Trinovantes",455000,217000
"CCI-30188","Copper alloy","Unit (copper alloy)","Trinovantes",442000,221000
"CCI-30191","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-30192","Copper alloy","Unit (copper alloy)","Trinovantes",494000,268000
"CCI-30194","Copper alloy","Unit (copper alloy)","Trinovantes",495000,303000
"CCI-30204","Silver","Unit (silver)","Trinovantes",454000,259000
"CCI-30218","Gold","Quarter stater (gold)","Trinovantes",474000,243000
"CCI-30219","Gold","Stater (gold)","Trinovantes",439000,195000
"CCI-30261","Gold","Stater (gold)","Trinovantes",460000,222000
"CCI-30263","Copper alloy","Unit (copper alloy)","Trinovantes",489000,259000
"CCI-30264","Copper alloy","Unit (copper alloy)","Trinovantes",488000,233000
"CCI-30266","Gold","Stater (gold)","Trinovantes",457000,212000
"CCI-30268","Gold","Stater (gold)","Trinovantes",488000,162000
"CCI-30269","Gold","Stater (gold)","Trinovantes",399000,207000
"CCI-30272","Gold","Quarter stater (gold)","Trinovantes",494000,219000
"CCI-30286","Copper alloy","Unit (copper alloy)","Trinovantes",498000,259000
"CCI-30291","Silver","Unit (silver)","Trinovantes",452000,216000
"CCI-30301","Copper alloy","Unit (copper alloy)","Trinovantes",401000,216000
"CCI-30328","Copper alloy","Stater (copper alloy)","Trinovantes",428440,207230
"CCI-30333","Silver","Unit (silver)","Trinovantes",432000,204000
"CCI-30335","Gold","Quarter stater (gold)","Trinovantes",501000,266000
"CCI-30374","Copper alloy","Stater (copper alloy)","Trinovantes",421000,130000
"CCI-30375","Silver","Unit (silver)","Trinovantes",452000,216000
"CCI-30376","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-30377","Copper alloy","Unit (copper alloy)","Trinovantes",453000,220000
"CCI-3038","Copper alloy","Unit (copper alloy)","Trinovantes",464000,217000
"CCI-30381","Copper alloy","Unit (copper alloy)","Trinovantes",488000,233000
"CCI-30414","Gold","Stater (gold)","Trinovantes",486000,239000
"CCI-30415","Gold","Quarter stater (gold)","Trinovantes",489000,235000
"CCI-30417","Silver","Unit (silver)","Trinovantes",464000,217000
"CCI-30418","Gold","Quarter stater (gold)","Trinovantes",464000,217000
"CCI-30446","Copper alloy","Unit (copper alloy)","Trinovantes",488000,254000
"CCI-30447","Silver","Unit (silver)","Trinovantes",488000,254000
"CCI-30455","Silver","Unit (silver)","Trinovantes",393000,219000
"CCI-30456","Silver","Unit (silver)","Trinovantes",427000,212000
"CCI-3046","Gold","Quarter stater (gold)","Trinovantes",401000,196000
"CCI-30461","Copper alloy","Unit (copper alloy)","Trinovantes",410000,213000
"CCI-30472","Silver","Unit (silver)","Trinovantes",489000,235000
"CCI-30499","Silver","Unit (silver)","Trinovantes",401000,196000
"CCI-30527","Gold","Stater (gold)","Trinovantes",452000,216000
"CCI-30529","Gold","Quarter stater (gold)","Trinovantes",491000,258000
"CCI-30532","Gold","Stater (gold)","Trinovantes",458000,231000
"CCI-30535","Silver","Unit (silver)","Trinovantes",464000,217000
"CCI-30537","Silver","Unit (silver)","Trinovantes",454000,294000
"CCI-30551","Gold","Stater (gold)","Trinovantes",498000,259000
"CCI-30575","Gold","Stater (gold)","Trinovantes",450271,112544
"CCI-30576","Gold","Stater (gold)","Trinovantes",450271,112544
"CCI-30577","Gold","Stater (gold)","Trinovantes",450271,112544
"CCI-3061","Copper alloy","Unit (copper alloy)","Trinovantes",449000,288000
"CCI-30633","Gold","Stater (gold)","Trinovantes",450271,112544
"CCI-30654","Copper alloy","Unit (copper alloy)","Trinovantes",468000,239000
"CCI-30655","Gold","Quarter stater (gold)","Trinovantes",494000,219000
"CCI-30658","Silver","Unit (silver)","Trinovantes",438000,244000
"CCI-30673","Silver","Unit (silver)","Trinovantes",492000,260000
"CCI-3069","Copper alloy","Unit (copper alloy)","Trinovantes",459000,265000
"CCI-307","Gold","Quarter stater (gold)","Trinovantes",425000,210000
"CCI-30707","Copper alloy","Stater (copper alloy)","Trinovantes",491000,258000
"CCI-30709","Silver","Unit (silver)","Trinovantes",414000,218000
"CCI-3071","Silver","Unit (silver)","Trinovantes",414000,218000
"CCI-30711","Gold","Stater (gold)","Trinovantes",409000,206000
"CCI-30715","Copper alloy","Unit (copper alloy)","Trinovantes",432000,204000
"CCI-30731","Gold","Stater (gold)","Trinovantes",344000,256000
"CCI-30748","Copper alloy","Unit (copper alloy)","Trinovantes",438000,268000
"CCI-30755","Gold","Stater (gold)","Trinovantes",460000,206000
"CCI-30794","Silver","Unit (silver)","Trinovantes",442000,221000
"CCI-30799","Copper alloy","Unit (copper alloy)","Trinovantes",407000,204000
"CCI-30802","Copper alloy","Unit (copper alloy)","Trinovantes",464000,217000
"CCI-30813","Copper alloy","Unit (copper alloy)","Trinovantes",5e+05,252000
"CCI-30821","Silver","Unit (silver)","Trinovantes",414000,218000
"CCI-30822","Copper alloy","Unit (copper alloy)","Trinovantes",414000,218000
"CCI-30823","Copper alloy","Unit (copper alloy)","Trinovantes",414000,218000
"CCI-30825","Copper alloy","Unit (copper alloy)","Trinovantes",471000,242000
"CCI-30831","Copper alloy","Stater (copper alloy)","Trinovantes",437000,270000
"CCI-30835","Copper alloy","Unit (copper alloy)","Trinovantes",437000,270000
"CCI-30838","Gold","Quarter stater (gold)","Trinovantes",471000,242000
"CCI-30839","Copper alloy","Unit (copper alloy)","Trinovantes",491000,258000
"CCI-3084","Copper alloy","Unit (copper alloy)","Trinovantes",491000,258000
"CCI-30841","Silver","Unit (silver)","Trinovantes",491000,258000
"CCI-30845","Silver","Unit (silver)","Trinovantes",471000,242000
"CCI-30848","Copper alloy","Unit (copper alloy)","Trinovantes",491000,258000
"CCI-30852","Copper alloy","Unit (copper alloy)","Trinovantes",375000,250000
"CCI-30853","Copper alloy","Unit (copper alloy)","Trinovantes",471000,242000
"CCI-30863","Silver","Unit (silver)","Trinovantes",491000,258000
"CCI-30889","Silver","Unit (silver)","Trinovantes",464000,217000
"CCI-3089","Silver","Unit (silver)","Trinovantes",452000,216000
"CCI-30893","Gold","Stater (gold)","Trinovantes",452000,187000
"CCI-30895","Gold","Quarter stater (gold)","Trinovantes",443000,249000
"CCI-30896","Silver","Unit (silver)","Trinovantes",442000,221000
"CCI-30928","Copper alloy","Unit (copper alloy)","Trinovantes",401000,197000
"CCI-30933","Copper alloy","Unit (copper alloy)","Trinovantes",476000,249000
"CCI-30947","Copper alloy","Unit (copper alloy)","Trinovantes",473000,281000
"CCI-30951","Silver","Unit (silver)","Trinovantes",473000,281000
"CCI-30952","Silver","Unit (silver)","Trinovantes",445000,207000
"CCI-3109","Gold","Stater (gold)","Trinovantes",395000,206000
"CCI-31143","Copper alloy","Unit (copper alloy)","Trinovantes",421300,256200
